full_text,label;;;;;;;;;;;;;
temen-temenn ugm_fess boleh tolong bantuannya nggak yaa huhuhu masih kurang 20 responden laki-laki lagii sudah mendekati deadlinee,0;;;;;;;;;;;;;
yujiem! klo ak buka jasa bersihin kipas mini laku g yhh?? https://t.co/rEpW0SnShQ,0;;;;;;;;;;;;;
yujiem sekarang sho*ee voucher gratis ongkirnya cuma 5rb aja kah? ,0;;;;;;;;;;;;;
Gaada kegiatan hari ini mutualan aja yuk yujiem daripada bengong doang di kos. Like/rep aja nanti Aku follow. Btw Aku gamatu.,0;;;;;;;;;;;;;
Bahkan wifi UGM pun menyarankan untuk putus luv https://t.co/cKJnQJhZLQ,0;;;;;;;;;;;;;
buat yg wisuda kemarin mo tanya ugm_fess ini balikin toga dimana? di gor Pancasila juga?,0;;;;;;;;;;;;;
rekomendasi film/series seru tentang game laga gt dong sejenis alice in borderland/the 8 show/maze runner yujiem,0;;;;;;;;;;;;;
Yujiem guys rekomendasi konsum buat makrab dong katering dan sejenisnya gituu,0;;;;;;;;;;;;;
ugm_fess kalian pernah gak sih malu karena bolak balik ke tempat servisan mulu wkwk sender agak malu krn laptop ada aja yg error jadi kudu balik terus ,0;;;;;;;;;;;;;
yujiem! izin tanyaa kalau ada yang daftar iisma e terus belum wawancara ada kah? kalau ada leave a trace aku dm yaa mau tanya tanya huhuhu makasii!,0;;;;;;;;;;;;;
kaka2 yg dulu lolos pendanaan tp ga lolos pimnas kira2 kenapa? yujiem,0;;;;;;;;;;;;;
ugm_fess yang kemarin ikut FGD UMC Uniqlo di GSP udah ada pengumuman lanjutan untuk interview online blm ya? Thank uuu yang udah jawab,0;;;;;;;;;;;;;
adakah ugm_fess yg beli tiket ekspectanica????,0;;;;;;;;;;;;;
yujiem ada yg tau beli gimbab dimana plis lg pengen,0;;;;;;;;;;;;;
gaiss ada yg tau tempat foto formal utk paspor di sekitar yujiem ?,0;;;;;;;;;;;;;
ayok mutualan ugm_fess like aja,0;;;;;;;;;;;;;
ugm_fess ugm_fess ada yg pernah ngilangin busa di bahu almet ga? jadinya aneh ga ya?,0;;;;;;;;;;;;;
luv wtb kaçamata keren mau Ke pantai besok sabtu,0;;;;;;;;;;;;;
ugm_fess ada yang inget ga merk susu bubuk discontinued 3 varian rasa coklat dan kemasannya warna coklat. ada superheronya 1 cowok baju hijau 1 cowok baju biru dan 1 cewek baju pink.,0;;;;;;;;;;;;;
yujiem boleh ga si klo naik ojol tp minta mampir bentar ke indomaret?,0;;;;;;;;;;;;;
infokan coffee shop yang wifi nya kenceng bgt dong guys yujiem,0;;;;;;;;;;;;;
Di ugm itu ada peminjaman laptop khusus mahasiswa gitu ga yaa? atau ada yang tau penyewaan laptop sekitar ugm yg trusted? ugm_fess,0;;;;;;;;;;;;;
Ayo yang mau nobar anime haikyu nanti malam list dibawah yujiem!,0;;;;;;;;;;;;;
karena capek banget kalo kudu cerita dari awal lagi. Aku masih cerita kadang sama mantanku ini tapi kayanya dia dah capek juga. Sering lama bales lupa ceritaku sebelumnya balespun kaya singkat dan formalitas aja bisr sopan. Capek ya jadi unwanted person,2;;;;;;;;;;;;;
Luv aku ngeutamain pacarku daripada keluargaku karena aku ga sedeket itu sama keluargaku. Bahkan buat cerita kegiatan aja aku sering ga mau. Tapi sekarang aku dah putus dan gatau lagi mau cerita ke siapa kalo lagi ada masalah gini. Ga mungkin cerita ke orang random (cont..),0;;;;;;;;;;;;;
Barudak yujiem! Dapet info workshop parfum lumayan murah juga yay/nay?! https://t.co/zXfzZWEtdv,0;;;;;;;;;;;;;
kehadiranmu‼️ Media sosial BSO Lincak Instagram @.lincakfib,0;;;;;;;;;;;;;
diisi langsung oleh *Pembina UKM Unit Fotografi (UFO) UGM dan Pembina BSO Lincak FIB UGM!* *SAVE THE DATE* ️Rabu 29 Mei 2024 ️Pukul 15.30-selesai ️Ruang 105 Gedung Soegondo Fakultas Ilmu Budaya UGM_FESS Kami tunggu (cont..),0;;;;;;;;;;;;;
*PUISI FOTOGRAFI* HAH? Maksudnya gimana? Puisi atau fotografi? Ternyata dua seni yang berbeda ini bisa digabungkan loh! Penasaran kan? Yuk ikuti sesi bersama Lincak kali ini tentang Puisi Fotografi Ssst kegiatan ini bakal menarik banget loh karena akan (cont..) https://t.co/agjP4yAcHC,0;;;;;;;;;;;;;
permisi guys ada yang berkenan isi studi pendahuluan untuk skripsi aku? 3 pertanyaan aja kok kriterianya: 1. mahasiswa ugm 2. pernah/sedang berpacaran 3. mengalami toxic relationship nanti linknya aku repp dibawah makasih banyak temen2 ugm_fess ,0;;;;;;;;;;;;;
luv! cara naik trans jogja gimana yah? info tutor,1;;;;;;;;;;;;;
mau tanya yujiem apakah setiap anak penerima kipk mendapat ukt 0 seperti yang tertera di gambar atau ada juga yang tulisannya ukt 1 2 dan 3? kalau ukt 0 terus yang 2 4 juta kenapa tetep dibayarin ke kampus? https://t.co/x8QbeZUN9l,0;;;;;;;;;;;;;
ugm_fess butuh temen buat nonton haikyuu sore ini ,0;;;;;;;;;;;;;
Yujiem guys ada yang pernah buat akun oren baru terus ngga daftar spay ngga? Itu tetep bisa buat co barang ngga ya?,0;;;;;;;;;;;;;
Yujiem kalo kecewa sama orang biasanya ngapain biar reda?,0;;;;;;;;;;;;;
yujiem infoin Shopee food buat sarapan yang nasinya banyaaakk laper paraahh,0;;;;;;;;;;;;;
yujiem kalo 14 pertemuan ga berangkat 3x absennya jadi berapa persen guys di simaster?,0;;;;;;;;;;;;;
masih menjaga jarak :((((. Kalau kedepannya kita bisa deket kamuu mau ga setia sm akuu?,0;;;;;;;;;;;;;
Luv! Buat mba-mba fast track inisial DSP Faperta '20. Mba kamu kerenn bangett prestasii banyakk mana cakep lagi. Aku yg biasa-biasa kayak gini bisa ga yaa kenalan sm kamuu. Soalnya kamu banyak fansnya mana banyak pula temen cowonya. Dan itu yg bikin aku (cont..),0;;;;;;;;;;;;;
pecel bunderan agro yujiem buka ga gaiss???,0;;;;;;;;;;;;;
Bahasan anak agrokompleks yujiem klo ga laprak tugas ya praktikum #.changemymind,0;;;;;;;;;;;;;
Luv kayanya aku UGD (Udah Ga Dianggap),0;;;;;;;;;;;;;
Yujiem kalo ngulang tuh nilainya cuma naik 1 kah? (Mksdnya kalo dari D cuma naik ke C) atau kalo misalnya kita ngulang dan nilainya dapet A bakal jadi A?? atau gimana sih guys tolong pencerahannya makasihhh,0;;;;;;;;;;;;;
luv! boleh ga si wts diri sendiri? sender dah sangat hopeless romantic bgt :( - cewe - 172 cm 20 yo - islam - cat lovers - lovlang physical touch &amp; qtime poll - cari cowo yg lebih tinggi minus: - ga enakan - moodswingan kalo pms,0;;;;;;;;;;;;
infokan seminar yg berhadiah snack di yujiem dalam waktu dekat,0;;;;;;;;;;;;;
ugm_fess mau punya cowo yang bisa diajak ngehype tour badminton susah banget cari di rl,0;;;;;;;;;;;;;
mantan ngechat lu bukan berarti dia kangen. bisa jadi karena lu masih ada hutang sama dia luv,1;;;;;;;;;;;;;
ugm_fess tw aku ngga tau caranya hidup,0;;;;;;;;;;;;;
Yujiem siapa yang masih bangun?,0;;;;;;;;;;;;;
mau ngabarin skrg sender udh jadian hehe luv,0;;;;;;;;;;;;;
kenapa ya mulai ngerjain skripsi itu susah banget? rasanya takut ini itu liat referensi langsung kebayang hal hal rumit yang bakal dihadapi. semester ini harusnya jadi semester terakhir sender tapi kayanya bakal nambah satu semester lagi (semoga cuma satu doang) yujiem,1;;;;;;;;;;;;;
ugm_fess guys kalo hasil cek turnitinnya segini berarti ini plagiasinya 18% kan ya? atau yg mana ya yg diliat? fakultasku max 24% berarti masih aman kan ya? https://t.co/BaLWcEROtT,0;;;;;;;;;;;;;
ada yang suka mainan GeoGebra ngga?? spill hasil karya kalian dong yujiem,0;;;;;;;;;;;;;
waktu Indonesia bagian apa ini luv https://t.co/K2PUoSiksg,0;;;;;;;;;;;;;
yujiem mutualan duolingo yukkk drop aja ntar ku follow,0;;;;;;;;;;;;;
yujiem adu waktu termepet submit tugas di elok https://t.co/7aqxoRSg3o,0;;;;;;;;;;;;;
yujiem barangkali ada yang mau beli skincare ke sender dgn harga miring especially originote somethinc whitelab dll ori ya sender beli di official store langsung dan sering dpt diskon yukk malem ini aja,0;;;;;;;;;;;;;
ada yg mo ngobrol? sender m yujiem,0;;;;;;;;;;;;;
yujiem barangkali ada yang nemuin dompet ini disekitaran kampus teknik UNY di belakang kost D'Paragon sekitar jam 21.30an tolong reply yaa https://t.co/cWrHkPzPn7,0;;;;;;;;;;;;;
yujiem Cuma mau bilang gue nemu mahasiswa Filsafat yg visualnya mirip Junhui SVT tapi minus pake baju skena buluk wkwkwkw,0;;;;;;;;;;;;;
luv! siapa masih melek? ngobrol yuk sender f,0;;;;;;;;;;;;;
yujiem saran coping mechanism selain tidur dong... rasanya kaya capek bgt pengennya tidur padahal kegiatan ga banyak punya hobi tp rasanya udah ga tertarik https://t.co/gQlmOmcUcl,2;;;;;;;;;;;;;
luv! reza tipe ideal kamu yang kaya gimana ya? mau memaksakan diri soalnya hehe.,1;;;;;;;;;;;;;
yujiem kalian yg punya dan bisa main gitar dulu pas beli pertimbangannya apa aja? beli di toko offline atau online? ada saran toko ga guys? aku pengen beli gitar sendiri buat belajar,0;;;;;;;;;;;;;
yang semangat cari topiknya yujiem,0;;;;;;;;;;;;;
ugm_fess gaiss apkah ada info kos untuk cewe km dalam udah wifi+listrik ada ventilasi tapi under 800k ga ya? tengkyuuu infonyaa,0;;;;;;;;;;;;;
yujiem hi guys ada yang tau tempat custom keychain acrylic yang bisa satuan gaa yaa di jogja? thank youu,0;;;;;;;;;;;;;
main ww pasti jadi wwnya terus,0;;;;;;;;;;;;;
luv! wts diri sendiri f angkatan 21 - suka wisata religi - bisa masak pudding milop toeng toeng - ekstrovert 85% - mandiri (rekeningnya) bca jg ada sih - wanginya loui atau ga omnia - sabar menghadapi kenyataan hidup kekurangan - kalo main uno kalah terus - kalo (cont..),0;;;;;;;;;;;;;
Kalo dia aktif di sosmed tapi ga bales chat kita itu artinya apa ya luv,0;;;;;;;;;;;;;
ugm_fess buat orang2 yang belum boikot produk yang support israhell SUPER MEGA JUMBO GWS,0;;;;;;;;;;;;;
ugm_fess mau banget chatan yang ngalir gitu aja tapi aku gamatumasih ada gamatu lain ga? sender cewe sih,0;;;;;;;;;;;;;
halo temen yujiem ada info lowongan partime atau freelance sekitaran ugm gk ya? aku lg butuh banget uang karena ekonomi keluarga lg tersendat. kalo ada kasih tau di kolom komentar yaa. makasihh,0;;;;;;;;;;;;;
Israel jancok Israel kontol kon sing ngerasa ra penting/netral/panggah mangan terus ning mekdi podo jancuke karo israel ugm_fess,0;;;;;;;;;;;;;
Yujiem! Zaidan mkp 22 dah berpawang beloman?,0;;;;;;;;;;;;;
ugm_fess kenapa ya aku sering terlintas buat mutusin cowoku karena aku takut kalau jagain jodoh orang soalny kayanya masih lama buat dia nikahin aku dan di waktu yang lama itu gaada yang bisa jamin kalau dia jodohku,1;;;;;;;;;;;;;
info cara cek dokumen atau tulisan yang dibuat copas dari AI atau bukan dong yujiem,0;;;;;;;;;;;;;
Guys bisa ga sih ke pantai sampe malemm jam8 an gtuu yujiem kalo malem ombaknya aman ga ya,0;;;;;;;;;;;;;
luv adakah sarapan 5000 an deket ugm??,0;;;;;;;;;;;;;
Israel memang bajingan tapi buat mereka yang masih netral dan merasa tutup mata sama Palestinian memang Hancock tenan ugm_fess,0;;;;;;;;;;;;;
Ugm_fess gais nasi ayam di sabana murah 3 sama pergaulan bener masih 10k? Ada yang tau harga terupdate ga mau pesen buat acara soalnya,0;;;;;;;;;;;;;
ugm_fess sleep call yu semder ce 20 blm bisa bobo pengen sayang sayangan rep aja ku dm nanti,0;;;;;;;;;;;;;
mau cowo yang bisa diajak nribun date luv!,0;;;;;;;;;;;;;
gais ini simaster emang baru error kah? yujiem,0;;;;;;;;;;;;;
Naila Rahmawati gel 23 udh ada pawang blm ya? keliatannya introvert orangnya luv,0;;;;;;;;;;;;;
sender rencana mau buka jastip bubur hayam buat hari sabtu pada mau ga? yujiem,0;;;;;;;;;;;;;
yujiem sepatu converse bisa melar ga ya aku beli terlalu pas,0;;;;;;;;;;;;;
gua udah cukup sabar ngeliat kelauan cowo teknik sipil yg brengsek sekali lagi gua tau ada yg deketin cewe gua gaakan gua biarin mau lu kating apa gimana ugm_fess,0;;;;;;;;;;;;;
Warga yujiem ada yang tertarik join pfmuda ga ya? Kalau ada boleh komen atau like sender mau join tapi ga ada tim,0;;;;;;;;;;;;;
product expo TPHP tuh kapan ya? ada yang tau tidaaa ugm_fess,0;;;;;;;;;;;;;
Mahasiswa semester 4 keatas : cukup tau yujiem https://t.co/cHwr6Md8ul,0;;;;;;;;;;;;;
ngobrol di dm yuu yang gabut sender co yujiem,0;;;;;;;;;;;;;
cuma di chat 1 buble masa gagal sih move on nya? WKWKWK luv! jahat kamu,0;;;;;;;;;;;;;
yujiem infokan travel yang melayani rute jogja-madiun atau jogja-ponorogo dong guyss TIA,0;;;;;;;;;;;;;
Luv aku udah capek banget sama cewek bener2 dibikin sakit terus pengen sama cowok aja boleh ga si?,2;;;;;;;;;;;;;
kalian ada yang udah pernah wawancara beasiswa KSE?? spill dong peeps yujiem,0;;;;;;;;;;;;;
Yujiem ada yg kehilangan iwatch di kamar mandi cewe balairung sebelah barat ga ya?? Yg merasa bisa ke pos security balairung trims https://t.co/1C0PrlFlVF,0;;;;;;;;;;;;;
Yujiem ada yg beli ga ya kalo 20ribu? https://t.co/4u9DKeLCrL,0;;;;;;;;;;;;;
luv dicari cewe ilmu ekonomi dari m20 yg tiap hari mantau market update,0;;;;;;;;;;;;;
Yujiem! angkatan 20 dan di atasnya ada yg pernah ikut psikotes mayora ga guyss klu pernah boleh like/reply yaa sender mau nanya2 dikit. Timakasiii:),0;;;;;;;;;;;;;
Dakwah gais bagi yang mau qurban atau berdonasi boleh banget yaa apalagi mendekati idhul adha https://t.co/VQed6OqfP6,0;;;;;;;;;;;;;
Luv! Diana Sinta Faperta '20 udah ada pawang belum ya?,0;;;;;;;;;;;;;
ugm_fess tempat buat print custom mug/tumblr tuh dimana yaaap,0;;;;;;;;;;;;;
yujiem adakah disini fkkmk angkatan 20 yg tahun lalu dapet pendanaan pengabdian kkn? mau tanya2 makasi,0;;;;;;;;;;;;;
sobat yujiem spill board game cafe kesukaan kalian!!,0;;;;;;;;;;;;;
Klian di tahap mls buka wassap ngga yujiem,0;;;;;;;;;;;;;
luv! dicari cowo bidang pergerakan -dari cewe bidang pergerakan-,0;;;;;;;;;;;;;
ugm_fess beli salad sayur yg murah dimana yaa,0;;;;;;;;;;;;;
luv! bingung deh aku cowok punya temen cewek gasuka kalo aku puji cantik tapi sering nanya aku cantik nggak gt kalo ku jawab cantik pasti ujung ujungnya bilang boong lha terus saya harus gimana mohon pencerahannya,1;;;;;;;;;;;;;
yujiem adakah yg tau vaseline itu ada kadaluarsanya nggak ya?,0;;;;;;;;;;;;;
Guys mau tanya dong. Di mangrove tuh bisa cetak cupsleeve ga sih? Atau ada yang tau cetak cupsleeve deket yujiem ?,0;;;;;;;;;;;;;
yujiem buat yg punya motor lebih nyaman nebengin temen kalo dia duluan yg minta nebeng atau kalian yg nawarin?,0;;;;;;;;;;;;;
ugm_fess yang udah kerja atau pernah interview di bank mau nanya dong setelan buat interview tu harus hitam putih atau boleh setelan formal biasa aja? makasihh,0;;;;;;;;;;;;;
Yujiem INFO INFO mau ada oprec parttime di ditpu. Staytune guysss follow dulu ig ugm.stp sama lifeatdit.pu biar gakk ketinggalannnnnn,0;;;;;;;;;;;;;
ugm_fess Mei M nya menangis ,2;;;;;;;;;;;;;
Wtb cowo sv biar bisa ngelaprak barengg luv,0;;;;;;;;;;;;;
luv ada yang aku mau nyanyiin lagu tapi terserah sender lagunya-dari co angkt 22,0;;;;;;;;;;;;;
sehari-hari bit. ly/PeranXBelaNegara Informasi yang teman-teman bagikan melalui kuesioner dijaga kerahasiaannya oleh peneliti. Terima kasih atas partisipasinya!,0;;;;;;;;;;;;;
Sosial 'X' dalam Membentuk Kesadaran Bela Negara pada Masa Kini di Kalangan Mahasiswa Universitas Gadjah Mada . Adapun kriteria responden yang kami butuhkan: 1. Merupakan WNI 2. Sedang menempuh pendidikan di UGM 3. Menggunakan sosial media X dalam kehidupan (cont..),0;;;;;;;;;;;;;
ugm_fess Halo teman-teman semua! Perkenalkan kami dari Kelompok 1 Mata Kuliah Bahasa Indonesia kelas MKWK26 Universitas Gadjah Mada saat ini membutuhkan partisipasi teman-teman untuk mengisi kuesioner kami dalam rangka pembuatan makalah yang berjudul Peran Media (cont..),0;;;;;;;;;;;;;
Helpp sender lagi butuh orang yg mau beliin obat ke apotik sekarang juga siapapun itu siapa yg mau... nanti aku kasih feenya juga ugm_fess,0;;;;;;;;;;;;;
Titipan Yujiem! infoin kostan cowok yang bisa jalan kaki ke ugm under 600k dong hehe,0;;;;;;;;;;;;;
Alhamdulillah yujiem kebijakan ukt dan IPI bagi maba dibatalin ikut senang walaupun sekarang baru semester 4 https://t.co/dKiVudMNwq,0;;;;;;;;;;;;;
ugm_fess Buat mbak dari bakor fib yang Selasa pagi minggu lalu habis bensin di jl.Mataram sebelum kotabaru salam dari yang step motor anak sejarah kemaren gaa sempet kenalan dan belom sempet bilang sama² soalnya keburu puter balik ke kampus ,0;;;;;;;;;;;;;
halo yujiem! adakah yang pernah diet dan berhasil? bolehkah bagi tipsnya gimana? sender lagi di fase insecure dan udah hopeless banget karena bb susah banget turunnya dan itu bikin ga percaya diri kalau mau suka sama orang terima kasih,0;;;;;;;;;;;;;
atribut kkn ugm_fess tuh berbayar kah?,0;;;;;;;;;;;;;
Yujiem 2014 ke 2019 rasanya lama bgt sender berevolusi dari bocah SD ke anak SMA sedangkan 2019 ke 2024 serasa cuman lewatt 2019 tuh 2 tahun yang lalu kann,0;;;;;;;;;;;;;
luv ada yang aku mau nyanyiin lagunya taylor swift-dari co angkt 22,0;;;;;;;;;;;;;
Halo N. Apa kabarmu hari ini? Yujiem ｡◕‿◕｡,0;;;;;;;;;;;;;
Siapa yang mau kerja freelance sehari dapet 50rb? Jam kerja dari jam 8.00-16.00 (dapat makan siang). Kerjanya gampang cuman duduk terus jualan pakan hewan di zoo ugm_fess,0;;;;;;;;;;;;;
yujiem info gais yang jualan makanan ini dimana yaa https://t.co/TjOjOdQOvc,0;;;;;;;;;;;;;
luv! menarik nih sendernya muncul dong,0;;;;;;;;;;;;;
Ugm_fess guys kost putri skitar kampus masih ada yg harga dibawah 750rb ga yaa? Minta infonya dong skalian kalo kost kalian ada yg kosong. Sender butuh kost buat secepatnya soalnya habis sakit yg lumayan berat jadi gabisa pp dari rumah. Tia,0;;;;;;;;;;;;;
Shafira R.A FEB mau gak jadi calon istriku sumpah serius ini aku cuma bisa ngamati kamu dari jauh ditolak gapapa luv!,0;;;;;;;;;;;;;
Warga yujiem! ada yang mau ikut ini ga? Sender cari temen barengan. Soalnya kapan lagi bayar segitu dapet sertifikat dan makan https://t.co/xb0uOzjMxg,0;;;;;;;;;;;;;
Yujiem ada yang punya adek kecil dan mau tas ga? Aku dapet tas dari beli chiki di shopee mall kalo ada yang mau bilang aja gratis kok tapi ambil di kos-an ku di pogung tasnya segede tas sekolah https://t.co/G1D9qJznDT,0;;;;;;;;;;;;;
kakak kakak yujiem khususnya jurusan it/statistika ada saran ga untuk stupen ikut apaa? sender tertarik di data mending ikut bangkit atau mending revou data analytics? atau ada saran lain mungkin terima kasihh,0;;;;;;;;;;;;;
Yujiem ada yg mo jual meja lipatnya ga? Sender butuh bgt,0;;;;;;;;;;;;;
Yujiem ada yg tau ga yg jualan cirambay dmna?,0;;;;;;;;;;;;;
Luv! Ada yang mau nelfon ga? Lagi galau nih :(. Terlebih masalah putus cinta reply yaa. Serius,1;;;;;;;;;;;;;
yujiem gen ask kalo wisuda november tuh nambah bayar ukt ga ya,0;;;;;;;;;;;;;
warga yujiem tolong rekomendasi tempat di feb yang internet nya kenceng buat war tiket konser‍️,0;;;;;;;;;;;;;
(mahasiswa mode hemat akhir bulan) hri ini baru keluar 15k tp besok jadwalnya beli bensin. menurut klian beli martabak yay/nay? yujiem,0;;;;;;;;;;;;;
[OPEN PRE-ORDER SOFT COOKIES] haii teman-teman yujiem nih aku bawa yg maniezz maniez buat nemenin begadang - Harga : 22k (all variant) - ⁠Berat : 70-75 gr - ⁠Diameter : ± 9 cm - ⁠Cookies bertahan selama 10 hari di kulkas dan 5 hari di suhu ruang (redvel 2-3 hari) - https://t.co/txuKU0hxRP,0;;;;;;;;;;;;;
luv adakah info bengkel mobil yang buka 24 jam? tia ,0;;;;;;;;;;;;;
yujiem yg cewe ada yg mau cari makan bareng gaaa??? sender extrovert dan dr pagi belum ngobrol sama orang rasanya kayak ada yg kurang huwaaaa. cari makan yg murah aja ga perlu ke cafe wkwkw btw aku jg cewe,0;;;;;;;;;;;;;
yujiem lah ini manajemen acaranya gacor amat bantuin bikin cv sama rapiin linkedin open for public pula https://t.co/2SAqVdddaQ,0;;;;;;;;;;;;;
spill podcast yang selalu menemani hari hari mu itu yujiem,0;;;;;;;;;;;;;
yujiem ada yang mau barengan nonton haikyuu gaaa,0;;;;;;;;;;;;;
Luv kalo kalian dipuji-puji temen kalian terus (dikasih makan egonya) kalian ada peluang untuk suka sama temen kalian ga? Karena keseringan dipuji,0;;;;;;;;;;;;;
luv sakit banget patah hati️,0;;;;;;;;;;;;;
services physical a touch word of affirmation quality time and receiving gift cari yang: sefrekuensi ga self centered good listener talkative beda agama gapapa katanya kekurangan: cewe tinggi 160,0;;;;;;;;;;;;;
wts luv kalo lagi diem dikira judes jutek galak gegara punya alis yang tebal dan sedikit runcing extrovert tapi bisa dry banget kalo ke tempat yang rame banget tapi suka ke konser mood boosternya ketemu orang yang disayang dan minum es lovlang: act of (cont..),0;;;;;;;;;;;;;
yujiem mei kapan selesai sih kok lama bgt,0;;;;;;;;;;;;;
ke balairung sendirian takut kek orang ilang soalnya pengen dateng tapi gaada temennya pada gabisa yujiem,0;;;;;;;;;;;;;
kulak! yok dibeli yok ambil sendiri ya tp aku gak bisa kirim2 https://t.co/ik3ofry3MW,0;;;;;;;;;;;;;
kaca mata - rambut pendek - agama Katolik/kristen/Islam,0;;;;;;;;;;;;;
luv! WTS diri soalnya merasa ngga ada yang mauu:( - Cowo 21 - lucu - cinglyyy bgt - suka olahraga - Katolik - tb 160 - love language physical touch bgt wtb - cwe - bebas angktn berapa (yg penting mau sama aku) - love languagenya physical touch - lucu - manja dikit - (cont..),0;;;;;;;;;;;;;
ugm_fess temen2 ada yang jualan cireng isi yg msh setengah mateng gt ga?? drop dong di rep aku mau borong,0;;;;;;;;;;;;;
guys beli jedai di mana ya ciwi-ciwi? yujiem,0;;;;;;;;;;;;;
yujiem wah sapa nih?,0;;;;;;;;;;;;;
yujiem! cara aktivasi akun microsoft office 356 pake email ugm itu gimana ya??,1;;;;;;;;;;;;;
Yujiem! Kenapa cowo inisial Z selalu mempesona?,0;;;;;;;;;;;;;
 guys sender mau open pre-order cinnamon roll bread open PO sampai 4 Juni Ready 6 Juni pick up FTP UGM &amp; COD sekitar UGM UNY 13k/pcs 30k/3 pcs kalau mau tanya-tanya dulu bisa ke akun yg reply di bawah yaa maaciw https://t.co/tSoknDPM7P,0;;;;;;;;;;;;
ugm_fess wtb tiket ekspektanica day 2 (dewa 19) dongg reply harga guys,0;;;;;;;;;;;;;
ugm_fess wts ss azarine masih segel soalnya kelebihan stock ss 47k aja atau 90k ambil semua. https://t.co/LGNx8YqPFX,0;;;;;;;;;;;;;
saran makan malem ges tolong ugm_fess,0;;;;;;;;;;;;;
yujiem perpus fkkmk tuh ada kotak sampahnya ga ya guyss? sender first time nugas disana,0;;;;;;;;;;;;;
Ugm_fess gmc tgl 1 Juni nanti buka atau tutup ya?,0;;;;;;;;;;;;;
Boleh gak sih kita deketin orang yg udah punya hts? Ugm_fess,0;;;;;;;;;;;;;
Yujiem guys mall yang ga harus nunjukin stnk dimana aja?,0;;;;;;;;;;;;;
Ugm_fess ges ada yang tau beli sarung tangan yang buat muncak di sekitar ugm dimana??,0;;;;;;;;;;;;;
ugm_fess gess ada yg mau jd responden skripsiku gaa? syaratnya mahasiswa akhir tp khusus buat fakultas psikologi fib fkkmk pertanian ftp teknik sm biologi hehehe ntar ada e moneyy ,0;;;;;;;;;;;;;
luv! sudah punya pacar belom ya? kalau sudah aku akan stop mikirin kakak :),0;;;;;;;;;;;;;
izin share info kehilangan ya temen temen ugm_fess minta tolong like/rt kalo boleh tia https://t.co/7Ts6FprZaA,0;;;;;;;;;;;;;
gusy ada yg mau beli skincare ku ini ga? ada yg new ada yg preloved lightly used ajaa. ada parfum zara cowo juga kali aja ada yg minat :D yujiem https://t.co/6FYFj1y870,0;;;;;;;;;;;;;
Ada saran atau tawaran untuk kerja part time gak ya? Butuh banget untuk nabung dan keperluan kuliah :( yujiem,0;;;;;;;;;;;;;
dimasukkan ke dalam makalah (anonimitas dijamin) boleh tolong rep aja ya temen-temen nanti dikirim linknya. makasih banyakk,0;;;;;;;;;;;;;
Yujiem (titipan) Halo teman-teman jadi sender sedang ada tugas makalah mengenai kesehatan mental dan sedang membutuhkan responden untuk mengisi gform. syaratnya adalah: a. usia 18-21 tahun b. terdiagnosa secara medis mengidap depresi c. berkenan untuk jawabannya (cont..),0;;;;;;;;;;;;;
Yujiem normalnya orang kalo udah gak suka tuh saling ngeblock akun atau enggak?,0;;;;;;;;;;;;;
yujiem yakinin sender kalo lebih lambat lulus dari yg lainnya gapapa karena harus berhenti sebentar buat memperbaiki keuangan keluarga,0;;;;;;;;;;;;;
info kehilangan dompet area yujiem https://t.co/Ke1iwlY3r3,0;;;;;;;;;;;;;
ingfokan tukang sayur yujiem yg bisa nota + logonya ,0;;;;;;;;;;;;;
inget ya gue emg udh maafin lu. tpi gue ga kan prnh lupa sm sikap lu yg manipulatif dan jahat ke gue! Gue benci sm lu njr sorry yujiem curhat,0;;;;;;;;;;;;;
gengs naskah cetak TA tu harus pake kertas warna buat pemisah antar bab apa engga ya? aku FT yujiem btw,0;;;;;;;;;;;;;
mau ke balairung parkir motornya dimana yaaa yujiem,0;;;;;;;;;;;;;
yujiem ada yang jual kipas angin gaa? kalo ada yg punya kipas angin ga kepake rep doongg,0;;;;;;;;;;;;;
ugm_fess guys ada yang mau barengan sama aku ngga biar dapet paket couple soalnya lebih murah dan ini open for public rep yah nanti sender dm https://t.co/GgisQQNPaC,0;;;;;;;;;;;;;
ugm_fess guyyss ada yg punya jersey haikyuu ga yaa aku mau sewa atau pinjem boleh ga buat nonton movienya hehe,0;;;;;;;;;;;;;
yujiem sorriii mau tanya ini buat yg kkn periode 2 dan gabisa ikut bakti kampus ada pengganti bakti kampus ga ya dan kapan?? krn aku balik magang tgl 21 juni bgt ,0;;;;;;;;;;;;;
Info dong Kak Alda TN 22 udh berpawang blm? Emang boleh sekomplit itu cantik kalem pinter bgt tutor asprak sabar baik suka senyum katanya juga aksel kan ya jadi kita seumuran dong sabi lah ya :) luv!,0;;;;;;;;;;;;;
ugm_fess sender mau buka booth makanan di sini tp tmn2 sender gaada yg mau diajak barengan pdhl kapan lg ada open tenant fnb gratiss https://t.co/rQoJ0T2g8U,0;;;;;;;;;;;;;
ugm_fess ada yang tau service rice cooker dimana? atau ada yang jual rice cooker preloved? Rep ya makasih ,0;;;;;;;;;;;;;
katanya ukt batal naik ya? kira-kira buat ngurus revisinya mahasiswa bakal dilibatin atau kecolongan lagi yahh? yujiem!,0;;;;;;;;;;;;;
